date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:49:45	330514/330514	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:22:23%20GMT	https://orientequipment.co.in/img/de/2.jpg	D:/orientOld/Orient/orientequipment.co.in/img/de/2.jpg	(from https://orientequipment.co.in/dewalt)
19:49:49	170782/170782	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:22:35%20GMT	https://orientequipment.co.in/img/de/5.jpg	D:/orientOld/Orient/orientequipment.co.in/img/de/5.jpg	(from https://orientequipment.co.in/dewalt)
19:49:50	89476/89476	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20May%202020%2023:01:39%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.5.1/jquery.min.js	D:/orientOld/Orient/cdnjs.cloudflare.com/ajax/libs/jquery/3.5.1/jquery.min.js	(from https://orientequipment.co.in/dewalt)
19:49:51	255622/255622	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:22:39%20GMT	https://orientequipment.co.in/img/de/6.jpg	D:/orientOld/Orient/orientequipment.co.in/img/de/6.jpg	(from https://orientequipment.co.in/dewalt)
19:49:52	357114/357114	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:22:31%20GMT	https://orientequipment.co.in/img/de/4.jpg	D:/orientOld/Orient/orientequipment.co.in/img/de/4.jpg	(from https://orientequipment.co.in/dewalt)
19:49:53	278855/278855	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:34:16%20GMT	https://orientequipment.co.in/img/bosch/1.jpg	D:/orientOld/Orient/orientequipment.co.in/img/bosch/1.jpg	(from https://orientequipment.co.in/bosch)
19:49:54	205130/205130	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:34:19%20GMT	https://orientequipment.co.in/img/bosch/2.jpg	D:/orientOld/Orient/orientequipment.co.in/img/bosch/2.jpg	(from https://orientequipment.co.in/bosch)
19:49:55	235437/235437	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:34:23%20GMT	https://orientequipment.co.in/img/bosch/3.jpg	D:/orientOld/Orient/orientequipment.co.in/img/bosch/3.jpg	(from https://orientequipment.co.in/bosch)
19:49:57	267640/267640	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:34:27%20GMT	https://orientequipment.co.in/img/bosch/4.jpg	D:/orientOld/Orient/orientequipment.co.in/img/bosch/4.jpg	(from https://orientequipment.co.in/bosch)
19:49:58	277464/277464	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Apr%202024%2007:34:31%20GMT	https://orientequipment.co.in/img/bosch/5.jpg	D:/orientOld/Orient/orientequipment.co.in/img/bosch/5.jpg	(from https://orientequipment.co.in/bosch)
